time,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
4.760000,-0.078572,9.840381,0.022492,0.010088,0.011786,-0.009441
4.770000,-0.025582,9.830979,-0.074046,0.001261,-0.001695,0.020907
4.780000,0.019334,9.777063,0.084855,-0.001765,0.022575,-0.003263
4.790000,0.056338,9.788173,0.030771,0.020123,0.009078,0.002079
4.800000,-0.050118,9.801840,0.034366,0.001245,-0.008636,-0.003509
4.810000,-0.028018,9.774797,-0.114943,0.003399,0.010845,-0.003523
4.820000,-0.011404,9.781214,-0.041512,-0.008851,-0.020949,-0.015160
4.830000,0.004694,9.847215,0.028468,0.010621,0.005354,0.007397
4.840000,0.053137,9.913338,-0.011850,-0.004651,-0.001970,-0.026115
4.850000,-0.072678,9.774511,-0.054564,-0.000212,0.003728,-0.010036
4.860000,-0.035180,9.823365,-0.020962,0.005887,-0.002910,0.006287
4.870000,-0.012059,9.731814,0.003731,0.032368,-0.006977,-0.001808
4.880000,-0.043760,9.862724,0.010453,0.003038,0.011857,-0.004045
4.890000,-0.048169,9.804209,-0.039489,-0.018769,-0.008435,0.000605
4.900000,-0.094204,9.814084,-0.009615,0.002736,-0.006756,0.000755
4.910000,0.047017,9.775729,-0.041086,0.015629,0.002674,-0.001758
4.920000,0.102340,9.736328,0.063245,0.000035,0.002417,-0.007503
4.930000,0.017759,9.784825,-0.047706,-0.004778,0.015394,0.003069
4.940000,-0.019559,9.830773,0.021813,0.002717,-0.003306,-0.002490
4.950000,-0.026428,9.850917,0.055678,-0.002952,0.012003,-0.001010
4.960000,0.049319,9.769409,0.046775,-0.001860,0.003443,-0.019081
4.970000,0.073645,9.911658,-0.002086,0.000643,-0.000369,0.012919
4.980000,-0.014162,9.904957,-0.023882,-0.000057,-0.002463,-0.017916
4.990000,0.023553,9.759187,0.077718,0.016349,0.015952,-0.016505
5.000000,0.019564,9.821803,0.046587,-0.020650,0.003548,-0.025871
5.010000,0.050063,9.800958,-0.060445,-0.016027,0.005284,-0.007388
5.020000,-0.005948,9.883023,-0.078135,-0.006413,0.007908,0.002981
5.030000,0.033482,9.770194,0.014562,0.007585,0.017438,0.006900
5.040000,0.009635,9.840034,-0.000175,-0.005528,0.004394,-0.018992
5.050000,0.078409,9.845709,-0.039926,-0.005611,-0.007996,-0.011749
5.060000,-0.055933,9.881612,0.017109,-0.006830,-0.016980,-0.025422
5.070000,-0.046182,9.823950,0.013551,0.007508,0.006202,-0.007328
5.080000,0.022634,9.807590,0.010344,-0.022334,-0.000467,0.010798
5.090000,-0.033160,9.812308,-0.028076,-0.016544,-0.008048,-0.007545
5.100000,0.058132,9.842034,-0.046026,0.005200,-0.008342,0.002110
5.110000,-0.032406,9.839146,-0.022454,0.009716,0.001510,0.003841
5.120000,0.029691,9.868587,0.033381,-0.004197,-0.024247,-0.011753
5.130000,0.001098,9.781983,-0.005017,0.000547,0.006794,0.006472
5.140000,0.013988,9.921405,0.023115,0.008991,-0.002347,0.010899
5.150000,-0.005806,9.798173,0.076879,0.020049,0.024966,-0.002742
5.160000,-0.098844,9.873982,0.013412,-0.010793,-0.003618,0.023160
5.170000,-0.102354,9.867675,-0.069763,0.014350,0.005763,0.001845
5.180000,-0.059914,9.881218,0.015275,-0.006271,0.016250,0.003588
5.190000,-0.055972,9.916232,0.001617,-0.003509,-0.018602,-0.005245
5.200000,0.001542,9.789637,0.046745,-0.011466,-0.008551,0.003248
5.210000,-0.005990,9.919487,-0.022528,0.018719,0.012609,0.006021
5.220000,-0.034182,9.723414,-0.011141,0.016335,-0.016027,-0.013613
5.230000,0.044732,9.780872,0.072198,0.025703,-0.001461,0.013411
5.240000,0.024756,9.777196,0.060462,0.005273,-0.007339,-0.017466
5.250000,-0.104453,9.720621,-0.012625,-0.007716,0.013576,-0.001191
5.260000,0.082327,9.789347,-0.067174,0.006734,-0.013229,0.001813
5.270000,-0.069428,9.764382,0.106434,-0.004150,0.000682,-0.012537
5.280000,0.009304,9.888561,0.036414,0.004628,-0.011786,-0.004263
5.290000,0.015076,9.824657,0.004610,-0.018112,-0.004737,0.000273
5.300000,0.008418,9.835445,-0.012837,-0.009092,-0.010262,-0.000583
5.310000,0.027152,9.774083,-0.014090,0.004725,-0.001322,0.003565
5.320000,-0.014587,9.725825,0.040489,-0.007944,0.009667,0.002869
5.330000,-0.015223,9.737171,0.005212,0.005819,0.009827,-0.010556
5.340000,-0.031733,9.798070,0.017190,-0.002398,-0.008426,0.001817
5.350000,-0.019628,9.800937,-0.006969,0.015610,0.007815,-0.000468
5.360000,0.046251,9.880280,0.052096,-0.001207,0.004717,-0.002326
5.370000,-0.004180,9.757065,-0.027305,0.003867,0.004859,0.002452
5.380000,0.060272,9.752344,0.027350,-0.006674,-0.006268,-0.001964
5.390000,-0.018080,9.862327,-0.003541,0.005484,0.002028,0.010248
5.400000,-0.061799,9.772824,-0.071980,-0.002154,0.005191,-0.001230
5.410000,-0.133495,9.790233,0.059512,-0.009090,-0.000343,-0.007718
5.420000,-0.025441,9.812386,0.135258,-0.024019,-0.024939,-0.011905
5.430000,0.013371,9.829583,0.056725,0.005488,0.008449,-0.000567
5.440000,-0.021252,9.859376,0.036928,-0.009110,-0.007585,0.008344
5.450000,-0.004619,9.861112,0.024087,0.011305,-0.009481,-0.007995
5.460000,0.020237,9.753822,0.121120,-0.003169,-0.003488,-0.005242
5.470000,0.004133,9.818948,0.088959,0.002273,0.000814,0.008441
5.480000,-0.018709,9.828393,-0.077072,-0.011602,0.000827,-0.002850
5.490000,0.002513,9.735837,0.120337,-0.016096,-0.003367,-0.004417
5.500000,-0.044073,9.771426,0.049961,-0.007782,-0.006495,-0.014620
5.510000,0.124211,9.778193,0.000257,-0.007717,-0.001421,0.000575
5.520000,0.029517,9.809677,0.047930,-0.011763,0.001565,0.013080
5.530000,0.013802,9.870156,0.055417,0.006126,0.008417,-0.009904
5.540000,-0.056404,9.854257,0.020191,0.012683,0.004443,-0.018739
5.550000,0.020806,9.885025,0.047665,-0.012723,-0.007634,0.009188
5.560000,-0.080277,9.774158,0.032672,0.015742,-0.010086,-0.010219
5.570000,-0.023860,9.831891,-0.038136,-0.017130,0.014064,-0.000453
5.580000,0.039733,9.708779,-0.034858,-0.003978,-0.008342,0.011459
5.590000,-0.054968,9.764742,0.030470,-0.009172,0.000467,-0.005026
5.600000,-0.008677,9.924350,0.042539,0.014994,0.003232,0.009301
5.610000,0.007389,9.841101,0.046954,-0.009969,0.005315,0.000882
5.620000,0.068045,9.870533,-0.023330,-0.004529,0.000166,-0.011249
5.630000,-0.017617,9.818721,-0.026755,0.014538,-0.004025,-0.025036
5.640000,0.050617,9.809585,-0.032959,-0.000244,-0.005423,0.002054
5.650000,-0.039298,9.839869,0.052103,0.004291,0.009833,-0.014775
5.660000,0.038269,9.761166,0.007582,-0.012160,-0.002156,0.013517
